,PassengerId,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,HomePlanet_is_Earth,HomePlanet_is_Europa,HomePlanet_is_Mars,Destination_is_55 Cancri e,Destination_is_PSO J318.5-22,Destination_is_TRAPPIST-1e,TotalConsume,group_num,cabin_num,deck_is_A,deck_is_B,deck_is_C,deck_is_D,deck_is_E,deck_is_F,deck_is_G,deck_is_T,side_is_P,side_is_S,is_kid,is_elder
1510,1603_01,0.0,F/317/P,42.0,0.0,0.0,0.019924194143494448,0.0,0.0,0.004931007334355447,Tyle Carreralend,0,1,0,0,0,0,1,713.0,3,317,0,0,0,0,0,1,0,0,1,0,False,True
1511,1603_02,1.0,G/256/P,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Card Carreralend,1,1,0,0,0,0,1,0.0,3,256,0,0,0,0,0,0,1,0,1,0,True,False
1512,1603_03,0.0,G/256/P,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Dessie Carreralend,1,1,0,0,1,0,0,0.0,3,256,0,0,0,0,0,0,1,0,1,0,True,False
1513,1604_01,0.0,G/257/P,24.0,0.0,0.00013959656592447826,0.00010062724314896186,0.0,0.027490182077829346,0.006671362864127958,Dellie Rostarks,0,1,0,0,0,0,1,782.0,1,257,0,0,0,0,0,0,1,0,1,0,False,True
1514,1606_01,0.0,E/116/S,20.0,0.0,0.0009073776785091087,0.027404152550900614,0.0,0.06403962870403428,0.0009116148013094104,Furuson Oilloody,1,0,1,0,0,0,1,2287.0,1,116,0,0,0,0,1,0,0,0,0,1,False,True
1515,1608_01,0.0,F/319/P,24.0,0.0,0.08082641167027291,0.006473685975916546,0.03396901072705602,8.925383791503035e-05,0.0,Glena Dicksons,0,1,0,0,0,0,1,2151.0,1,319,0,0,0,0,0,1,0,0,1,0,False,True
1516,1611_01,0.0,G/248/S,42.0,0.0,0.0,0.029014188441284002,0.0,0.0,0.0018232296026188207,Lorey Torrez,1,1,0,0,0,0,1,909.0,1,248,0,0,0,0,0,0,1,0,0,1,False,True
1517,1612_01,0.0,E/101/P,49.0,0.0,0.0,0.12578405393620232,0.0,8.925383791503035e-05,0.014130029420295861,Furuson Entenedy,1,0,1,0,0,0,1,4093.0,2,101,0,0,0,0,1,0,0,0,1,0,False,True
1518,1612_02,1.0,E/101/P,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Arraid Entenedy,1,0,1,0,0,0,1,0.0,2,101,0,0,0,0,1,0,0,0,1,0,False,True
1519,1613_01,0.0,E/101/P,16.0,0.0,0.05758358344384728,0.0003018817294468856,0.0,0.0,0.0017403555297725107,Judya Josey,0,1,0,0,1,0,0,876.0,1,101,0,0,0,0,1,0,0,0,1,0,False,True
1520,1614_01,0.0,F/321/P,26.0,1.0,0.030152858239687302,0.0,0.041077813723820876,0.001561942163513031,0.0,Duckes Conie,0,0,0,1,0,0,1,1432.0,1,321,0,0,0,0,0,1,0,0,1,0,False,True
1521,1615_01,0.0,F/322/P,24.0,0.0,0.0,0.0,0.0002554060956921505,0.030569439485897895,0.0,Kencey Lopelases,0,1,0,0,0,0,1,691.0,3,322,0,0,0,0,0,1,0,0,1,0,False,True
1522,1615_02,1.0,G/259/P,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Therta Harperez,1,1,0,0,0,0,1,691.0,3,259,0,0,0,0,0,0,1,0,1,0,False,True
1523,1615_03,0.0,G/259/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Terina Lopelases,1,1,0,0,0,0,1,0.0,3,259,0,0,0,0,0,0,1,0,1,0,True,False
1524,1617_01,0.0,D/53/P,37.0,0.0,0.020590493473860542,0.05282930265320498,0.0008087859696918099,0.022982863263120313,0.0,Ots Blan,0,0,0,1,0,1,0,2404.0,1,53,0,0,0,1,0,0,0,0,1,0,False,True
1525,1619_01,1.0,G/249/S,39.0,0.0,0.0,0.0,0.0,0.0,0.0,Vanard Hinglendez,1,1,0,0,0,0,1,0.0,1,249,0,0,0,0,0,0,1,0,0,1,False,True
1526,1621_01,0.0,F/308/S,25.0,0.0,0.03859845047811824,0.0,4.256768261535842e-05,0.010665833630846127,0.0003314962913852401,Jeane Dukertyler,1,1,0,0,1,0,0,801.0,2,308,0,0,0,0,0,1,0,0,0,1,False,True
1527,1621_02,0.0,F/308/S,25.0,0.0,0.01200530466950513,0.00432697145540536,0.0017452749872296951,0.0,0.014130029420295861,Valex Dukertyler,0,1,0,0,0,1,0,683.0,2,308,0,0,0,0,0,1,0,0,0,1,False,True
1528,1622_01,1.0,F/323/P,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Jayrin Sau,1,0,0,1,0,0,1,0.0,1,323,0,0,0,0,0,1,0,0,1,0,False,True
1529,1624_01,1.0,G/250/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joanry Barbes,1,1,0,0,0,1,0,0.0,3,250,0,0,0,0,0,0,1,0,0,1,True,False
1530,1624_02,0.0,G/250/S,46.0,0.0,0.04271654917289035,0.0,0.002639196322152222,0.0,0.0,Dorice Barbes,1,1,0,0,1,0,0,674.0,3,250,0,0,0,0,0,0,1,0,0,1,False,True
1531,1624_03,0.0,G/250/S,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Eristy Barbes,1,1,0,0,0,0,1,674.0,3,250,0,0,0,0,0,0,1,0,0,1,True,False
1532,1625_01,1.0,C/59/P,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Weznif Patimonne,1,0,1,0,1,0,0,0.0,2,59,0,0,1,0,0,0,0,0,1,0,False,True
1533,1625_02,0.0,C/59/P,29.0,0.0,0.0,0.031194445376178177,0.0,0.09429667975722957,0.004060829569469192,Dabik Patimonne,0,0,1,0,0,0,1,3141.0,2,59,0,0,1,0,0,0,0,0,1,0,False,True
1534,1626_01,0.0,F/324/P,19.0,0.0,0.0,0.0003018817294468856,0.0,0.0,4.1437036423155016e-05,Raceky Logannon,0,1,0,0,0,0,1,3141.0,1,324,0,0,0,0,0,1,0,0,1,0,False,True
1535,1628_01,1.0,B/71/S,47.0,0.0,0.0,0.0,0.0,0.0,0.0,Zauri Foraud,1,0,1,0,0,0,1,0.0,1,71,0,1,0,0,0,0,0,0,0,1,False,True
1536,1630_01,1.0,G/252/S,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Rayne Cofferson,1,1,0,0,0,1,0,0.0,3,252,0,0,0,0,0,0,1,0,0,1,True,False
1537,1630_02,1.0,G/252/S,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Shery Cofferson,0,1,0,0,0,0,1,0.0,3,252,0,0,0,0,0,0,1,0,0,1,True,False
1538,1630_03,0.0,F/309/S,37.0,0.0,0.0,0.0009056451883406567,0.0004682445087689426,0.03266690467690111,0.00020718518211577507,Elanda Cofferson,0,1,0,0,0,0,1,775.0,3,309,0,0,0,0,0,1,0,0,0,1,False,True
1539,1631_01,0.0,E/118/S,61.0,0.0,0.08480491379912054,0.0010733572602555932,0.0,0.0,0.015000207185182116,Toniel Kennetty,0,1,0,0,0,0,1,1609.0,1,118,0,0,0,0,1,0,0,0,0,1,False,True
1540,1632_01,1.0,C/62/S,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Cella Fatted,1,0,1,0,0,0,1,1609.0,1,62,0,0,1,0,0,0,0,0,0,1,False,True
1541,1633_01,1.0,G/261/P,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Ferry Thony,1,1,0,0,0,0,1,1609.0,2,261,0,0,0,0,0,0,1,0,1,0,True,False
1542,1633_02,1.0,G/261/P,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyrony Thony,1,1,0,0,0,0,1,0.0,2,261,0,0,0,0,0,0,1,0,1,0,False,True
1543,1634_01,1.0,G/253/S,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Armen Conleydenan,0,1,0,0,1,0,0,0.0,1,253,0,0,0,0,0,0,1,0,0,1,False,True
1544,1635_01,0.0,F/325/P,22.0,0.0,0.09073776785091087,0.0,0.0,0.0,0.046989599303857786,Iandy Tuckers,0,1,0,0,0,0,1,0.0,1,325,0,0,0,0,0,1,0,0,1,0,False,True
1545,1636_01,0.0,G/254/S,41.0,0.0,0.00970196133175124,0.022339247979069533,0.0002554060956921505,0.0031685112459835774,0.0010359259105788754,Daisya Connelson,0,1,0,0,0,0,1,907.0,1,254,0,0,0,0,0,0,1,0,0,1,False,True
1546,1637_01,1.0,G/255/S,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Leony Ricews,1,1,0,0,0,0,1,0.0,1,255,0,0,0,0,0,0,1,0,0,1,False,True
1547,1638_01,0.0,E/119/S,19.0,0.0,0.028896489146367,0.0,0.0028094670526136556,0.013700464119957158,0.0,Roydo Ballocks,0,1,0,0,0,0,1,787.0,1,119,0,0,0,0,1,0,0,0,0,1,False,True
1548,1640_01,0.0,G/262/P,21.0,0.0,0.021288476303482934,0.0,4.256768261535842e-05,0.027579435915744376,8.287407284631003e-05,Essara Scotterkins,1,1,0,0,0,0,1,926.0,1,262,0,0,0,0,0,0,1,0,1,0,False,True
1549,1644_01,0.0,F/327/P,14.0,0.0,0.0,6.708482876597457e-05,0.0,0.0,0.032901006919985085,Lavey Waltonnedy,0,1,0,0,1,0,0,796.0,1,327,0,0,0,0,0,1,0,0,1,0,False,True
1550,1645_01,1.0,F/327/P,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Andace Thonyderson,0,0,0,0,1,0,0,0.0,1,327,0,0,0,0,0,1,0,0,1,0,False,True
1551,1646_01,0.0,G/264/P,34.0,0.0,0.0,0.0,0.0376723991145922,0.0,0.0,Marily Monroellynn,1,1,0,0,0,0,1,885.0,1,264,0,0,0,0,0,0,1,0,1,0,False,True
1552,1647_01,0.0,F/328/P,33.0,0.0,0.06658756194597613,0.0,0.0004256768261535842,0.00013388075687254553,8.287407284631003e-05,Juanna Fisheparks,0,1,0,0,0,0,1,969.0,1,328,0,0,0,0,0,1,0,0,1,0,False,True
1553,1649_01,1.0,G/265/P,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Diandi Hinglendez,0,1,0,0,1,0,0,0.0,1,265,0,0,0,0,0,0,1,0,1,0,False,True
1554,1650_01,1.0,G/258/S,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Walla Hodes,1,1,0,0,1,0,0,0.0,1,258,0,0,0,0,0,0,1,0,0,1,False,True
1555,1651_01,1.0,G/266/P,43.0,0.0,0.0,0.0,0.0,0.0,0.0,Camina Wonglasquez,0,1,0,0,0,1,0,0.0,3,266,0,0,0,0,0,0,1,0,1,0,False,True
1556,1651_02,0.0,G/266/P,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Ebonyd Lynnerett,1,1,0,0,1,0,0,0.0,3,266,0,0,0,0,0,0,1,0,1,0,True,False
1557,1651_03,1.0,G/266/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deanny Wonglasquez,1,1,0,0,0,1,0,0.0,3,266,0,0,0,0,0,0,1,0,1,0,True,False
1558,1653_01,0.0,A/19/S,47.0,0.0,0.0002791931318489565,0.04370576594103243,0.03533117657074749,0.03454123527311674,8.287407284631003e-05,Phernar Oderient,0,0,1,0,0,0,0,2913.0,1,19,1,0,0,0,0,0,0,0,0,1,False,True
1559,1655_01,0.0,A/19/S,28.0,0.0,0.22349410204508968,0.04370576594103243,0.0,0.0,0.00020718518211577507,Karay Dicksons,0,1,0,0,0,0,1,2913.0,2,19,1,0,0,0,0,0,0,0,0,1,False,True
1560,1655_02,0.0,F/310/S,40.0,0.0,0.0,0.027068728407070742,0.0,0.0,0.0,Nadie Dicksons,1,1,0,0,0,0,1,807.0,2,310,0,0,0,0,0,1,0,0,0,1,False,True
1561,1656_01,0.0,F/311/S,17.0,0.0,6.979828296223913e-05,0.005366786301277966,0.0015750042567682615,0.0,0.0,Keithy Mallerez,0,1,0,0,0,0,1,807.0,1,311,0,0,0,0,0,1,0,0,0,1,False,True
1562,1657_01,0.0,G/267/P,21.0,0.0,0.0,0.0,0.009279754810148136,0.004864334166369154,0.22048647080760783,Shally Alest,0,1,0,0,0,0,1,5648.0,1,267,0,0,0,0,0,0,1,0,1,0,False,True
1563,1658_01,0.0,F/312/S,21.0,0.0,0.080268025406575,0.0,0.0002554060956921505,0.0001785076758300607,0.0,Sallos Part,1,0,0,1,0,0,1,1160.0,1,312,0,0,0,0,0,1,0,0,0,1,False,True
1564,1659_01,0.0,F/313/S,41.0,0.0,0.0,0.0027504779794049576,0.00012770304784607525,0.0,0.0297517921518253,Rayle Pugherman,0,1,0,0,0,0,1,803.0,1,313,0,0,0,0,0,1,0,0,0,1,False,True
1565,1660_01,0.0,E/122/S,20.0,0.0,0.0,3.3542414382987286e-05,0.0,0.040387361656551234,0.0,Estina Cardner,0,1,0,0,0,0,1,906.0,1,122,0,0,0,0,1,0,0,0,0,1,False,True
1566,1661_01,0.0,A/20/S,56.0,0.0,0.0,0.0,0.0,0.0,0.0,Arin Fringh,0,0,1,0,0,0,1,0.0,4,20,1,0,0,0,0,0,0,0,0,1,False,True
1567,1661_02,0.0,A/20/S,57.0,0.0,0.0,0.002079629691745212,0.0,0.09532309889325241,0.007375792483321593,Almino Earmeter,0,0,1,0,0,0,1,2376.0,4,20,1,0,0,0,0,0,0,0,0,1,False,True
1568,1661_03,1.0,A/20/S,48.0,0.0,0.0,0.0,0.0,0.0,0.0,Quarkib Fringh,1,0,1,0,0,0,1,0.0,4,20,1,0,0,0,0,0,0,0,0,1,False,True
1569,1661_04,0.0,A/20/S,37.0,0.0,0.0,0.08016637037533962,0.0,0.05828275615851482,0.0,Branev Fringh,0,0,1,0,0,0,1,0.0,4,20,1,0,0,0,0,0,0,0,0,1,False,True
1570,1662_01,0.0,F/314/S,20.0,0.0,0.008864381936204369,0.0,0.0,0.024187790074973223,0.0,Wenise Sterson,0,1,0,0,0,1,0,669.0,1,314,0,0,0,0,0,1,0,0,0,1,False,True
1571,1663_01,1.0,G/268/P,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Carita Villenson,1,1,0,0,0,1,0,0.0,1,268,0,0,0,0,0,0,1,0,1,0,False,True
1572,1666_01,0.0,D/59/S,38.0,0.0,0.011028128708033783,0.026397880119410994,0.12004086497531075,0.0,0.003563585132391331,Askedus Retefule,1,0,1,0,0,0,1,0.0,1,59,0,0,0,1,0,0,0,0,0,1,False,True
1573,1668_01,0.0,F/316/S,22.0,0.0,0.00013959656592447826,0.0,0.0002554060956921505,0.004507318814709033,0.02221025152281109,Millia Watsongley,0,1,0,0,0,0,1,645.0,1,316,0,0,0,0,0,1,0,0,0,1,False,True
1574,1669_01,0.0,F/317/S,31.0,0.0,0.1700286172960145,0.0,0.006257449344457688,0.0007140307033202428,0.0,Flams Spane,0,0,0,1,0,0,1,2599.0,3,317,0,0,0,0,0,1,0,0,0,1,False,True
1575,1669_02,1.0,F/317/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spuffs Spane,1,0,0,1,0,0,1,0.0,3,317,0,0,0,0,0,1,0,0,0,1,True,False
1576,1669_03,0.0,F/317/S,21.0,0.0,0.10337125706707614,0.0,0.037502128384130765,0.0,0.0,Pokix Perte,0,0,0,1,1,0,0,2362.0,3,317,0,0,0,0,0,1,0,0,0,1,False,True
1577,1670_01,0.0,G/269/P,49.0,0.0,0.0,0.002247341763660148,0.009066916397071344,8.925383791503035e-05,0.05975220652218953,Aleen Sancasey,0,1,0,0,0,0,1,1724.0,2,269,0,0,0,0,0,0,1,0,1,0,False,True
1578,1670_02,1.0,G/269/P,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Jordy Sancasey,0,1,0,0,0,0,1,0.0,2,269,0,0,0,0,0,0,1,0,1,0,False,True
1579,1671_01,0.0,B/73/S,44.0,0.0,0.0,0.02881293395498608,0.0,0.2991788646911817,0.002651970331081921,Muonan Mosteraked,0,0,1,0,1,0,0,7627.0,1,73,0,1,0,0,0,0,0,0,0,1,False,True
1580,1672_01,0.0,F/318/S,29.0,0.0,0.000488587980735674,0.0,0.0,0.035567654409139594,0.0,Elicia Solivers,0,1,0,0,0,0,1,804.0,1,318,0,0,0,0,0,1,0,0,0,1,False,True
1581,1673_01,0.0,F/330/P,16.0,0.0,0.061143295874921476,0.0,0.0002128384130767921,4.4626918957515175e-05,0.0006629925827704803,Benny Perrerojass,0,1,0,0,1,0,0,898.0,1,330,0,0,0,0,0,1,0,0,1,0,False,True
1582,1674_01,1.0,G/260/S,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Benny Perrerojass,0,1,0,0,0,1,0,0.0,1,260,0,0,0,0,0,0,1,0,0,1,False,True
1583,1676_01,1.0,G/270/P,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Pennie Staffersby,0,1,0,0,0,0,1,0.0,1,270,0,0,0,0,0,0,1,0,1,0,False,True
1584,1677_01,0.0,E/103/P,19.0,0.0,0.00034899141481119564,0.002918190051319894,0.0,0.0,0.0,Warry Robins,0,1,0,0,0,0,1,0.0,1,103,0,0,0,0,1,0,0,0,1,0,False,True
1585,1681_01,0.0,G/261/S,34.0,0.0,6.979828296223913e-05,0.0029852748800858688,0.0,0.035389146733309534,0.0,Tonia Englence,0,1,0,0,0,0,1,883.0,1,261,0,0,0,0,0,0,1,0,0,1,False,True
1586,1682_01,1.0,F/331/P,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Miten Watte,1,0,0,1,0,0,1,0.0,1,331,0,0,0,0,0,1,0,0,1,0,False,True
1587,1685_01,0.0,F/331/P,51.0,0.0,0.0,0.008721027739576694,0.0038736591179976162,0.0,0.010939377615712923,Sanda Dillestron,0,1,0,0,1,0,0,615.0,3,331,0,0,0,0,0,1,0,0,1,0,False,True
1588,1685_02,0.0,G/272/P,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Vana Dillestron,0,1,0,0,1,0,0,0.0,3,272,0,0,0,0,0,0,1,0,1,0,True,False
1589,1685_03,1.0,G/272/P,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Camina Dillestron,1,1,0,0,0,0,1,0.0,3,272,0,0,0,0,0,0,1,0,1,0,True,False
1590,1687_01,0.0,F/334/P,26.0,1.0,0.04983597403503874,0.01509408647234428,0.008854077983994551,0.0,0.0018232296026188207,Bases Batte,0,0,0,1,0,0,1,1416.0,1,334,0,0,0,0,0,1,0,0,1,0,False,True
1591,1688_01,0.0,E/124/S,27.0,0.0,0.016262999930201718,0.01858249756817496,0.0,0.0,0.0,Tyle Webstenson,0,1,0,0,0,0,1,787.0,3,124,0,0,0,0,1,0,0,0,0,1,False,True
1592,1688_02,1.0,E/124/S,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Claura Webstenson,0,1,0,0,0,0,1,787.0,3,124,0,0,0,0,1,0,0,0,0,1,True,False
1593,1688_03,1.0,G/262/S,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Line Webstenson,1,1,0,0,0,0,1,787.0,3,262,0,0,0,0,0,0,1,0,0,1,False,True
1594,1690_01,0.0,F/335/P,28.0,0.0,0.0,0.0008721027739576695,0.0037459560701515408,0.00022313459478757588,0.03124352546305888,Heryle Paulllegory,0,1,0,0,0,0,1,873.0,1,335,0,0,0,0,0,1,0,0,1,0,False,True
1595,1691_01,0.0,F/321/S,27.0,0.0,0.24303762127451664,0.04139133934860631,0.04916567342073898,0.0,0.0,Sesh Giba,0,0,0,1,0,0,1,5871.0,1,321,0,0,0,0,0,1,0,0,0,1,False,True
1596,1694_01,1.0,G/263/S,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Iria Chavezalez,1,1,0,0,0,1,0,5871.0,1,263,0,0,0,0,0,0,1,0,0,1,False,True
1597,1695_01,0.0,G/264/S,26.0,0.0,0.022614643679765477,0.0,0.008556104205687042,8.925383791503035e-05,0.010607881324327684,Fredy Moraleney,0,1,0,0,0,0,1,783.0,1,264,0,0,0,0,0,0,1,0,0,1,False,True
1598,1696_01,0.0,B/55/P,43.0,0.0,0.0,0.025492234931070338,0.0007236506044610931,0.6841752945376651,0.01769361455268719,Alam Iderinelay,0,0,1,0,0,0,1,16535.0,1,55,0,1,0,0,0,0,0,0,1,0,False,True
1599,1697_01,0.0,G/274/P,23.0,0.0,0.0,0.00043605138697883474,0.0,0.03449660835415923,0.0,Hollie Blainson,0,1,0,0,0,0,1,786.0,1,274,0,0,0,0,0,0,1,0,1,0,False,True
1600,1698_01,1.0,E/125/S,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Cakes Make,1,0,0,0,0,1,0,0.0,1,125,0,0,0,0,1,0,0,0,0,1,False,True
1601,1699_01,0.0,F/336/P,47.0,0.0,0.0,0.019253345855834703,0.0,0.0,0.002817718476774541,Sall Barkeretton,1,1,0,0,1,0,0,642.0,1,336,0,0,0,0,0,1,0,0,1,0,False,True
1602,1700_01,1.0,B/74/S,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Zavior Waring,1,0,1,0,0,0,1,0.0,2,74,0,1,0,0,0,0,0,0,0,1,False,True
1603,1700_02,0.0,B/74/S,64.0,0.0,0.0,0.00013416965753194915,0.0,0.2766868975365941,0.02577383665520242,Solaron Waring,0,0,1,0,0,0,1,6826.0,2,74,0,1,0,0,0,0,0,0,0,1,False,True
1604,1704_01,0.0,D/60/S,13.0,0.0,0.07761569065400992,0.0,0.029243997956751235,0.0,0.00012431110926946505,Tors Breke,0,0,0,1,0,0,1,1802.0,2,60,0,0,0,1,0,0,0,0,0,1,False,True
1605,1704_02,0.0,D/60/S,18.0,0.0,0.006002652334752565,0.0390433703417972,0.021964924229524944,0.0,0.0,Allota Fincy,1,0,0,1,1,0,0,1766.0,2,60,0,0,0,1,0,0,0,0,0,1,False,True
1606,1705_01,0.0,E/126/S,29.0,1.0,0.0,0.0,0.0,0.0,0.0,Barave Chake,0,0,0,1,0,0,1,0.0,1,126,0,0,0,0,1,0,0,0,0,1,False,True
1607,1708_01,0.0,F/338/P,70.0,0.0,0.0,0.00010062724314896186,4.256768261535842e-05,8.925383791503035e-05,0.05345377698586997,Lavey Hopez,0,1,0,0,0,1,0,1296.0,1,338,0,0,0,0,0,1,0,0,1,0,False,True
1608,1709_01,0.0,F/326/S,23.0,0.0,0.002163746771829413,0.0,0.05308190022135195,0.0,0.0019475407118882857,Jurbet Minen,0,0,0,1,0,0,1,1325.0,7,326,0,0,0,0,0,1,0,0,0,1,False,True
1609,1709_02,0.0,D/61/S,23.0,0.0,0.15425420534654846,0.0,0.0037885237527668994,0.0,0.0,Bet Minen,1,0,0,1,0,0,1,2299.0,7,61,0,0,0,1,0,0,0,0,0,1,False,True
1610,1709_03,0.0,D/61/S,35.0,0.0,0.09164514552941998,0.0,0.001021624382768602,0.0,4.1437036423155016e-05,Bleark Minen,0,0,0,1,0,0,1,1338.0,7,61,0,0,0,1,0,0,0,0,0,1,False,True
1611,1709_04,0.0,E/127/S,17.0,0.0,0.12172820548614505,0.0,0.005789204835688745,0.0003570153516601214,0.0003314962913852401,Donut Minen,0,0,0,1,0,0,1,1896.0,7,127,0,0,0,0,1,0,0,0,0,1,False,True
1612,1709_05,1.0,F/326/S,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Fams Minen,1,0,0,1,0,0,1,0.0,7,326,0,0,0,0,0,1,0,0,0,1,False,True
1613,1709_06,0.0,D/61/S,15.0,0.0,0.1084665317233196,0.0,0.02749872296952154,0.0008925383791503035,0.05142336220113537,Tyog Minen,0,0,0,1,0,0,1,3461.0,7,61,0,0,0,1,0,0,0,0,0,1,False,True
1614,1709_07,0.0,F/326/S,19.0,0.0,0.01989251064423815,0.0018112903766813134,0.05303933253873659,0.004551945733666548,0.0,Cocowl Minen,0,0,0,1,0,0,1,1687.0,7,326,0,0,0,0,0,1,0,0,0,1,False,True
1615,1710_01,1.0,G/276/P,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrey Mcgowaymond,1,1,0,0,0,1,0,0.0,1,276,0,0,0,0,0,0,1,0,1,0,False,True
1616,1711_01,0.0,F/327/S,51.0,0.0,0.030501849654498498,0.008184349109448898,0.038651455814745446,0.03681720813995002,0.0,Andrey Mcgowaymond,0,1,0,0,0,0,1,2414.0,1,327,0,0,0,0,0,1,0,0,0,1,False,True
1617,1712_01,0.0,F/339/P,17.0,0.0,0.00970196133175124,0.0,0.04082240762812873,0.0009371652981078186,0.0,Andrey Mcgowaymond,0,0,0,1,0,0,1,1119.0,2,339,0,0,0,0,0,1,0,0,1,0,False,True
1618,1712_02,0.0,F/339/P,27.0,0.0,0.00718922314511063,3.3542414382987286e-05,0.0020858164481525627,0.10804177079614423,0.0009944888741557204,Cinets Pamca,0,0,0,1,0,0,1,2598.0,2,339,0,0,0,0,0,1,0,0,1,0,False,True
1619,1713_01,0.0,G/277/P,43.0,0.0,0.005863055768828087,0.02435179284204877,8.513536523071684e-05,0.0,0.0,Calvia Dyers,0,1,0,0,0,0,1,812.0,1,277,0,0,0,0,0,0,1,0,1,0,False,True
1620,1714_01,0.0,G/265/S,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Lorian Parsoney,0,1,0,0,0,0,1,0.0,1,265,0,0,0,0,0,0,1,0,0,1,True,False
1621,1715_01,1.0,G/266/S,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Camily Mirandry,0,1,0,0,0,0,1,0.0,1,266,0,0,0,0,0,0,1,0,0,1,False,True
1622,1717_01,0.0,E/105/P,40.0,0.0,0.056746004048300415,0.0,0.020134513877064532,0.010531952873973582,0.0,Alicey Franankson,1,1,0,0,0,0,1,1522.0,2,105,0,0,0,0,1,0,0,0,1,0,False,True
1623,1717_02,0.0,E/105/P,38.0,0.0,0.0002791931318489565,0.0,0.0,0.0,0.06957278415447728,Yola Fielsenders,0,1,0,0,0,0,1,1683.0,2,105,0,0,0,0,1,0,0,0,1,0,False,True
1624,1718_01,1.0,E/105/P,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Elindy Reyervaney,1,1,0,0,0,0,1,0.0,1,105,0,0,0,0,1,0,0,0,1,0,False,True
1625,1719_01,1.0,G/278/P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Kerryn Savaraldez,0,1,0,0,0,0,1,0.0,1,278,0,0,0,0,0,0,1,0,1,0,False,True
1626,1721_01,0.0,F/341/P,15.0,0.0,0.02233545054791652,0.0012075269177875424,0.0002128384130767921,0.0,0.02651970331081921,Frandy Alest,0,1,0,0,0,0,1,1001.0,1,341,0,0,0,0,0,1,0,0,1,0,False,True
1627,1723_01,0.0,E/128/S,15.0,0.0,0.05946813708382774,0.0,0.0,0.006024634059264548,0.0,Ivaney Holcompson,0,1,0,0,0,0,1,987.0,1,128,0,0,0,0,1,0,0,0,0,1,False,True
1628,1724_01,0.0,A/21/S,59.0,0.0,0.000558386263697913,0.05242679368060913,0.0,0.003257765083898608,0.0012845481291178056,Hekark Diateous,1,0,1,0,1,0,0,1675.0,1,21,1,0,0,0,0,0,0,0,0,1,False,True
1629,1725_01,0.0,F/328/S,24.0,0.0,0.0,0.006742025290980445,0.0,0.0,0.024986532963162476,Breney Wheelez,0,1,0,0,0,0,1,804.0,1,328,0,0,0,0,0,1,0,0,0,1,False,True
1630,1727_01,1.0,F/342/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Gibil Barte,1,0,0,1,0,0,0,0.0,2,342,0,0,0,0,0,1,0,0,1,0,False,True
1631,1727_02,0.0,D/54/P,52.0,0.0,0.08927200390870385,0.0,0.045164311254895284,0.016021063905747947,0.0,Emoles Barte,0,0,0,1,1,0,0,2699.0,2,54,0,0,0,1,0,0,0,0,1,0,False,True
